block_bbox,block_content,block_embedding,block_id,block_summary,block_type,document_title,image_caption,image_footer,image_path,num_blocks,num_pages,page_height,page_number,page_width,pdf_path,section_title
"[77, 231, 519, 260]",9 月27 日~29 日，我国算力产业领域的顶级盛会，2024 中国算力大会在河南郑州举行。开幕 式上，中国算力服务平台（河南）正式启动。,"[ 0.02783203  0.03610229 -0.01934814 ...  0.01487732  0.02029419
 -0.0163269 ]",4,,text,,,,,18,2,842.0,1,595.219970703125,src/resources/pdf/22个签约.pdf,
"[98, 262, 289, 276]",郑州规划算力全部建成后将位居全国前列,"[-0.00409317  0.02206421 -0.01174927 ... -0.00917053  0.01753235
 -0.00345802]",5,,text,,,,,18,2,842.0,1,595.219970703125,src/resources/pdf/22个签约.pdf,
"[76, 278, 519, 323]",工业和信息化部总工程师赵志国出席 9 月 28 日举行的大会开幕式并致辞。他介绍，在算力 领域，产业发展提质增效向新，全国在用算力中心机架总规模超过 830 万标准机架，算力总规模 达 246EFLOPS（指每秒百亿亿次浮点运算次数，是算力指标之一），位居世界前列。,"[ 0.02957153  0.0657959   0.00829315 ...  0.01357269  0.02137756
 -0.04324341]",6,,text,,,,,18,2,842.0,1,595.219970703125,src/resources/pdf/22个签约.pdf,
"[76, 325, 519, 385]",开幕式上，包括摩尔线程智能科技（北京）有限责任公司、华润数科控股有限公司、软通动 力信息技术（集团）股份有限公司、苏州艾利特机器人有限公司、深圳市超算力量科技有限公司、 上海商汤科技开发有限公司、华为技术有限公司、新华三技术有限公司等多家知名企业与河南多 地进行了重点项目签约。,"[ 0.02783203  0.04150391  0.02729797 ... -0.00933075  0.01395416
 -0.00417709]",7,,text,,,,,18,2,842.0,1,595.219970703125,src/resources/pdf/22个签约.pdf,
"[74, 387, 519, 417]",会上，2024 中国算力大会签约项目 22 个，总金额 231.2 亿元。其中，框架协议 8 个，金额 90 亿元；合作协议 9 个，金额 99.2 亿元；战略协议 5 个，金额 42 亿元。,"[ 0.02629089  0.04537964 -0.00026965 ... -0.00391388  0.02839661
 -0.03982544]",8,,text,,,,,18,2,842.0,1,595.219970703125,src/resources/pdf/22个签约.pdf,
"[76, 418, 519, 510]",顶端新闻· 河南商报记者在大会现场获悉，郑州算力基础设施加快完善，建成各类数据中心 38 个，全市算力规模约 6200P，高性能算力占比近四成，算力发展综合评价排名全国城市第 14 位。郑州规划算力规模 57EFLOPS，全部建成后算力排名将位居全国前列。算力产业链群不断壮 大，郑州市算法模型领域企业创新团队近 100 个，成功引育超聚变、中原鲲鹏生态创新中心、新 华三、阿帕斯等一批龙头企业。算力应用场景持续拓展，以“ 人工智能  赋能千行百业，建成 国内首条商业化自动驾驶公交线，智能网联车辆累计运营超过 200 万公里。,"[ 0.01730347  0.04971313 -0.01739502 ... -0.00839996  0.02970886
 -0.02145386]",9,,text,,,,,18,2,842.0,1,595.219970703125,src/resources/pdf/22个签约.pdf,
"[97, 512, 310, 526]",河南算力产业基金发布，目标总规模 100 亿元 大会现场，河南算力产业基金正式发布。,[0.01661682 0.06536865 0.0276947  ... 0.00666809 0.0199585  0.02766418],10,,text,,,,,18,2,842.0,1,595.219970703125,src/resources/pdf/22个签约.pdf,
"[98, 528, 282, 541]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",11,,text,,,,,18,2,842.0,1,595.219970703125,src/resources/pdf/22个签约.pdf,
"[74, 543, 518, 573]",顶端新闻· 河南商报记者在现场了解到，河南算力产业基金由河南投资集团旗下河南创新投 资集团发起设立，该基金目标总规模 100 亿元。,"[ 0.03775024  0.05999756  0.00972748 ... -0.00384903  0.01591492
  0.03375244]",12,,text,,,,,18,2,842.0,1,595.219970703125,src/resources/pdf/22个签约.pdf,
"[76, 574, 519, 619]",该基金由河南投资集团作为基石出资人，河南创新投资集团作为基金管理人，联合国家级基 金、省级引导基金、地市国有平台产业龙头和知名机构共同发起设立。河南算力产业基金是构建 涵盖直投基金、专项并购基金和产业母基金的基金群。,"[ 0.04998779  0.03515625 -0.00256157 ... -0.00072765  0.01693726
  0.04589844]",13,,text,,,,,18,2,842.0,1,595.219970703125,src/resources/pdf/22个签约.pdf,
"[77, 621, 519, 666]",河南算力产业基金将聚焦算力产业链布局，重点投向数字基础设施、算力软硬件、算力运营、 人工智能大模型及垂类应用、具身智能机器人（就是外形类人的具有实时感知和交互能力的机器 人）等前沿科技领域企业。,"[ 0.02072144  0.05187988  0.01634216 ... -0.0254364   0.0480957
 -0.02809143]",14,,text,,,,,18,2,842.0,1,595.219970703125,src/resources/pdf/22个签约.pdf,
"[98, 668, 257, 681]",人工智能与智算产业创新发展论坛 河南实施“   战略，全面推动数据工作创新发展,"[ 0.02919006  0.03939819 -0.00473785 ... -0.00203133  0.02285767
  0.0063858 ]",15,,text,,,,,18,2,842.0,1,595.219970703125,src/resources/pdf/22个签约.pdf,
"[96, 683, 341, 697]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",16,,text,,,,,18,2,842.0,1,595.219970703125,src/resources/pdf/22个签约.pdf,
"[76, 699, 520, 760]",27 日上午，在中国算力大会的会中会——人工智能与智算产业创新发展论坛举行，工业和信 息化部新闻宣传中心（人民邮电报社）总编辑王保平在致辞中表示，随着人工智能创新业态加速 产业化，将有越来越多的行业企业和机构实现智能化升级，让人工智能“   出无限可能。河南 省数据局党组书记、局长郑华卿就河南在数据要素市场化配置和改革要素流动方面的积极探索与,"[ 0.04391479  0.0682373  -0.00626755 ...  0.00592422  0.03900146
 -0.00634384]",17,,text,,,,,18,2,842.0,1,595.219970703125,src/resources/pdf/22个签约.pdf,
"[77, 72, 270, 86]",实践进行了汇报，并向参会企业发出邀请。,"[ 0.05700684  0.01399231 -0.00619507 ...  0.02105713  0.03491211
  0.01438141]",0,,text,,,,,13,2,842.0,2,595.219970703125,src/resources/pdf/22个签约.pdf,
"[97, 88, 349, 101]",“ 河南正在依托自身优势，积极融入算力产业大格局”,"[ 0.03448486  0.04559326 -0.01515961 ... -0.01611328  0.03482056
  0.02122498]",1,,text,,,,,13,2,842.0,2,595.219970703125,src/resources/pdf/22个签约.pdf,
"[77, 103, 518, 133]",据王保平介绍，根据中央网信办统计，截至今年 8 月，我国完成备案并上线，能为公众提供 服务的生成式人工智能服务大模型已达 190 多个。,"[ 0.00385666  0.0375061  -0.01901245 ...  0.00115395  0.0383606
 -0.05755615]",2,,text,,,,,13,2,842.0,2,595.219970703125,src/resources/pdf/22个签约.pdf,
"[75, 134, 518, 164]",人工智能的快速发展，离不开算力的强力支撑。当前，由于大模型、AIGC 等人工智能应用 的快速增长，算力总需求，特别是智算的需求呈现出急剧扩大的趋势。,"[ 0.05426025  0.05917358 -0.02709961 ... -0.00952148  0.02534485
 -0.05828857]",3,,text,,,,,13,2,842.0,2,595.219970703125,src/resources/pdf/22个签约.pdf,
"[76, 165, 519, 195]",目前，全国一体化算力体系正在加速推进，河南也将深度融入全国一体化算力体系建设，今 年计划投资 568 亿元，用于支持制算中心硬件设施建设、技术研发、应用推广等事项。,"[ 0.01463318  0.04888916 -0.01410675 ... -0.01398468  0.00930023
  0.00738907]",4,,text,,,,,13,2,842.0,2,595.219970703125,src/resources/pdf/22个签约.pdf,
"[76, 197, 518, 242]",河南交通便利，是连接华北、华东和西南地区的重要枢纽，具有得天独厚的区位优势。在经 济发展、工业升级、科技创新等方面，具有巨大的潜力和发展空间。“ 河南正在依托自身优势， 加速人工智能创新突破，积极融入算力产业大格局。” 王保平表示。,"[ 0.0586853   0.05963135  0.00335693 ... -0.01799011  0.03713989
  0.00052261]",5,,text,,,,,13,2,842.0,2,595.219970703125,src/resources/pdf/22个签约.pdf,
"[95, 244, 378, 258]",“ 我们会当好大家的服务员，非常欢迎大家来河南投资兴业”,"[ 0.01547241  0.05831909  0.01089478 ... -0.00478745  0.02633667
  0.04544067]",6,,text,,,,,13,2,842.0,2,595.219970703125,src/resources/pdf/22个签约.pdf,
"[77, 259, 520, 289]",郑华卿表示，希望专家和企业家们能够针对河南数据要素市场建设和数据产业发展，提出宝 贵意见和建议，“ 我们会当好大家的服务员，非常欢迎大家来河南投资兴业”。,"[ 0.01045227  0.04959106 -0.02023315 ...  0.00117302  0.03762817
  0.05725098]",7,,text,,,,,13,2,842.0,2,595.219970703125,src/resources/pdf/22个签约.pdf,
"[76, 290, 519, 335]",据悉，今年 1 月，河南省数据局挂牌成立以来，始终按照国家数据局的要求，致力于完成河 南数据工作框架方案的设计和编制工作。为此，河南省数据局提出了“   战略框架，以全面 推动数据工作的创新发展。,"[-0.00373268 -0.01945496  0.00554276 ... -0.00048041  0.02429199
  0.04541016]",8,,text,,,,,13,2,842.0,2,595.219970703125,src/resources/pdf/22个签约.pdf,
"[76, 337, 519, 367]",“   即一条主线，指的是数据要素的市场化配置改革。数据要素要流动起来，通过交易才 能产生价值。,"[ 0.00263596  0.00118637 -0.03881836 ...  0.00090265  0.02677917
 -0.01098633]",9,,text,,,,,13,2,842.0,2,595.219970703125,src/resources/pdf/22个签约.pdf,
"[76, 368, 519, 413]",“   代表三大建设，即数字河南、数字经济和数字社会建设。河南省数据局承担着完成这 三大领域规划及组织实施的重任。数字河南是国家数字中国战略的重要组成部分，数字经济涵盖 了产业数字化的方面，而数字社会则主要涉及民生领域的数字化改造。,"[ 0.01683044 -0.0124588  -0.01925659 ...  0.00766373  0.05780029
  0.05908203]",10,,text,,,,,13,2,842.0,2,595.219970703125,src/resources/pdf/22个签约.pdf,
"[96, 415, 510, 429]",“   是五大举措，包括政策规划、试点示范、项目带动、场景建设和数字基础设施建设。,"[ 0.02381897  0.01795959 -0.00426483 ...  0.00162411  0.05532837
  0.00616837]",11,,text,,,,,13,2,842.0,2,595.219970703125,src/resources/pdf/22个签约.pdf,
"[78, 431, 518, 461]",“   是指八项具体工作，包括数据基础制度、释放数据要素价值、数据基础设施建设、数 字产业化、产业数字化、数字科技和人才、智慧城市以及数据安全保障。,"[ 0.01864624 -0.00049639 -0.01856995 ...  0.03012085  0.04089355
  0.01123047]",12,,text,,,,,13,2,842.0,2,595.219970703125,src/resources/pdf/22个签约.pdf,
"[107, 466, 505, 703]",,"[-0.06646729 -0.01773071 -0.00894165 ... -0.0057869  -0.00957489
 -0.04055786]",0,,image,,Figure 1: Generated samples on CelebA-HQ  (left) and unconditional CIFAR10 (right),,src/resources/pdf/diffusion/auto/images/4af6d9fe5a77468d093254c5f88e4ca10d7c6bcca95899fd5b59c0a550e806f7.jpg,10,25,792.0,1,612.0,src/resources/pdf/diffusion.pdf,
"[153, 97, 459, 117]",Denoising Diffusion Probabilistic Models,"[ 0.0005064   0.05978394 -0.01420593 ...  0.01313019  0.01571655
 -0.00393677]",1,,text,,,,,10,25,792.0,1,612.0,src/resources/pdf/diffusion.pdf,
"[119, 159, 240, 193]",Jonathan Ho UC Berkeley jonathanho@berkeley.edu,"[ 0.04116821  0.06970215  0.00240326 ...  0.01316833 -0.00801849
 -0.01721191]",2,,text,,,,,10,25,792.0,1,612.0,src/resources/pdf/diffusion.pdf,
"[258, 160, 353, 193]",Ajay Jain UC Berkeley ajayj@berkeley.edu,"[ 0.04742432  0.06787109  0.00966644 ... -0.00259781 -0.0017767
  0.00775909]",3,,text,,,,,10,25,792.0,1,612.0,src/resources/pdf/diffusion.pdf,
"[369, 159, 492, 193]",Pieter Abbeel UC Berkeley pabbeel@cs.berkeley.edu,"[ 0.03994751  0.05856323 -0.00034904 ... -0.00284386  0.008461
 -0.03097534]",4,,text,,,,,10,25,792.0,1,612.0,src/resources/pdf/diffusion.pdf,
"[283, 221, 328, 234]",Abstract,"[-0.01850891  0.02378845 -0.01013184 ...  0.0120697  -0.02732849
  0.00043058]",5,,text,,,,,10,25,792.0,1,612.0,src/resources/pdf/diffusion.pdf,
"[143, 246, 470, 356]","We present high quality image synthesis results using diffusion probabilistic models, a class of latent variable models inspired by considerations from nonequilibrium thermodynamics. Our best results are obtained by training on a weighted variational bound designed according to a novel connection between diffusion probabilistic models and denoising score matching with Langevin dynamics, and our models nat- urally admit a progressive lossy decompression scheme that can be interpreted as a generalization of autoregressive decoding. On the unconditional CIFAR10 dataset, we obtain an Inception score of 9.46 and a state-of-the-art FID score of 3.17. On 256x256 LSUN, we obtain sample quality similar to ProgressiveGAN. Our imple- mentation is available at https://github.com/hojonathanho/diffusion.","[-0.03018188  0.04507446 -0.00867462 ...  0.02096558  0.01152039
 -0.01186371]",6,,text,,,,,10,25,792.0,1,612.0,src/resources/pdf/diffusion.pdf,
"[107, 376, 190, 390]",1 Introduction,"[ 0.02896118  0.05752563 -0.01829529 ...  0.02319336  0.03010559
  0.01599121]",7,,text,,,,,10,25,792.0,1,612.0,src/resources/pdf/diffusion.pdf,
"[107, 402, 505, 458]","Deep generative models of all kinds have recently exhibited high quality samples in a wide variety of data modalities. Generative adversarial networks (GANs), autoregressive models, flows, and variational autoencoders (VAEs) have synthesized striking image and audio samples [14, 27, 3, 58, 38, 25, 10, 32, 44, 57, 26, 33, 45], and there have been remarkable advances in energy-based modeling and score matching that have produced images comparable to those of GANs [11, 55].","[-0.03399658  0.02424622  0.03317261 ...  0.01612854  0.02127075
 -0.02000427]",8,,text,,,,,10,25,792.0,1,612.0,src/resources/pdf/diffusion.pdf,
"[106, 731, 459, 742]","34th Conference on Neural Information Processing Systems (NeurIPS 2020), Vancouver, Canada.","[ 0.01979065  0.03741455  0.00015306 ... -0.00748825  0.05938721
  0.00162506]",9,,text,,,,,10,25,792.0,1,612.0,src/resources/pdf/diffusion.pdf,
"[155, 69, 456, 117]",,"[ 0.0282135  -0.02841187 -0.0065918  ... -0.00167942 -0.0335083
 -0.0254364 ]",0,,image,,Figure 2: The directed graphical model considered in this work.,,src/resources/pdf/diffusion/auto/images/cb3eca3a9fbbd1f7557d1c5e640396c28fe0000e39bb6fbb755230a0a5165246.jpg,13,25,792.0,2,612.0,src/resources/pdf/diffusion.pdf,
"[106, 140, 505, 218]","This paper presents progress in diffusion probabilistic models [53]. A diffusion probabilistic model (which we will call a “diffusion model” for brevity) is a parameterized Markov chain trained using variational inference to produce samples matching the data after finite time. Transitions of this chain are learned to reverse a diffusion process, which is a Markov chain that gradually adds noise to the data in the opposite direction of sampling until signal is destroyed. When the diffusion consists of small amounts of Gaussian noise, it is sufficient to set the sampling chain transitions to conditional Gaussians too, allowing for a particularly simple neural network parameterization.","[-0.0227356   0.02626038  0.02503967 ...  0.01049042  0.0136795
  0.00148678]",1,,text,,,,,13,25,792.0,2,612.0,src/resources/pdf/diffusion.pdf,
"[107, 222, 505, 310]","Diffusion models are straightforward to define and efficient to train, but to the best of our knowledge, there has been no demonstration that they are capable of generating high quality samples. We show that diffusion models actually are capable of generating high quality samples, sometimes better than the published results on other types of generative models (Section 4). In addition, we show that a certain parameterization of diffusion models reveals an equivalence with denoising score matching over multiple noise levels during training and with annealed Langevin dynamics during sampling (Section 3.2) [55, 61]. We obtained our best sample quality results using this parameterization (Section 4.2), so we consider this equivalence to be one of our primary contributions.","[-0.01795959  0.03442383  0.01133728 ...  0.03765869  0.00172997
 -0.02241516]",2,,text,,,,,13,25,792.0,2,612.0,src/resources/pdf/diffusion.pdf,
"[107, 315, 505, 403]","Despite their sample quality, our models do not have competitive log likelihoods compared to other likelihood-based models (our models do, however, have log likelihoods better than the large estimates annealed importance sampling has been reported to produce for energy based models and score matching [11, 55]). We find that the majority of our models’ lossless codelengths are consumed to describe imperceptible image details (Section 4.3). We present a more refined analysis of this phenomenon in the language of lossy compression, and we show that the sampling procedure of diffusion models is a type of progressive decoding that resembles autoregressive decoding along a bit ordering that vastly generalizes what is normally possible with autoregressive models.","[-0.04150391  0.02510071 -0.01415253 ...  0.03128052  0.01078033
 -0.01657104]",3,,text,,,,,13,25,792.0,2,612.0,src/resources/pdf/diffusion.pdf,
"[107, 417, 189, 431]",2 Background,"[-0.02877808 -0.00377464 -0.00946045 ...  0.01934814 -0.00137997
 -0.00180531]",4,,text,,,,,13,25,792.0,2,612.0,src/resources/pdf/diffusion.pdf,
"[107, 441, 505, 486]","Diffusion models [53] are latent variable models of the form  , where  are latents of the same dimensionality as the data . The joint distribution  is called the reverse process, and it is defined as a Markov chain with learned Gaussian transitions starting at :","[-0.02285767  0.03216553  0.00651169 ... -0.00592041  0.00288582
  0.00737381]",5,,text,,,,,13,25,792.0,2,612.0,src/resources/pdf/diffusion.pdf,
"[122, 489, 477, 522]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",6,,text,,,,,13,25,792.0,2,612.0,src/resources/pdf/diffusion.pdf,
"[108, 524, 505, 557]","What distinguishes diffusion models from other types of latent variable models is that the approximate posterior , called the forward process or diffusion process, is fixed to a Markov chain that gradually adds Gaussian noise to the data according to a variance schedule :","[-0.02766418 -0.00287247  0.02583313 ... -0.01222229  0.01437378
  0.01060486]",7,,text,,,,,13,25,792.0,2,612.0,src/resources/pdf/diffusion.pdf,
"[149, 559, 462, 593]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",8,,text,,,,,13,25,792.0,2,612.0,src/resources/pdf/diffusion.pdf,
"[106, 599, 472, 612]",Training is performed by optimizing the usual variational bound on negative log likelihood:,"[ 0.01646423  0.03842163  0.03494263 ... -0.00856018  0.01773071
 -0.0007906 ]",9,,text,,,,,13,25,792.0,2,612.0,src/resources/pdf/diffusion.pdf,
"[110, 612, 490, 644]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",10,,text,,,,,13,25,792.0,2,612.0,src/resources/pdf/diffusion.pdf,
"[106, 646, 505, 704]","The forward process variances  can be learned by reparameterization [33] or held constant as hyperparameters, and expressiveness of the reverse process is ensured in part by the choice of Gaussian conditionals in , because both processes have the same functional form when  are small [53]. A notable property of the forward process is that it admits sampling  at an arbitrary timestep   in closed form: using the notation  and , we have","[ 0.00695419  0.01068878  0.00546646 ...  0.01933289  0.00361061
 -0.01148224]",11,,text,,,,,13,25,792.0,2,612.0,src/resources/pdf/diffusion.pdf,
"[228, 706, 383, 720]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",12,,text,,,,,13,25,792.0,2,612.0,src/resources/pdf/diffusion.pdf,
"[105, 72, 505, 95]",Efficient training is therefore possible by optimizing random terms of  with stochastic gradient descent. Further improvements come from variance reduction by rewriting  (3) as:,"[ 0.00249863  0.03744507  0.03125    ... -0.00918579  0.0112381
  0.01239014]",0,,text,,,,,15,25,792.0,3,612.0,src/resources/pdf/diffusion.pdf,
"[115, 96, 483, 133]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",1,,text,,,,,15,25,792.0,3,612.0,src/resources/pdf/diffusion.pdf,
"[108, 136, 504, 169]","(See Appendix A for details. The labels on the terms are used in Section 3.) Equation (5) uses KL divergence to directly compare  against forward process posteriors, which are tractable when conditioned on :","[ 0.03979492  0.00642776  0.02355957 ... -0.00010324 -0.00156307
 -0.00876617]",2,,text,,,,,15,25,792.0,3,612.0,src/resources/pdf/diffusion.pdf,
"[137, 169, 477, 215]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",3,,text,,,,,15,25,792.0,3,612.0,src/resources/pdf/diffusion.pdf,
"[106, 216, 506, 250]","Consequently, all KL divergences in Eq. (5) are comparisons between Gaussians, so they can be calculated in a Rao-Blackwellized fashion with closed form expressions instead of high variance Monte Carlo estimates.","[ 0.0076561   0.0075531   0.00595856 ... -0.03329468  0.02348328
 -0.02375793]",4,,text,,,,,15,25,792.0,3,612.0,src/resources/pdf/diffusion.pdf,
"[106, 264, 357, 279]",3 Diffusion models and denoising autoencoders,"[-0.00101566  0.07080078  0.0091629  ...  0.00699615  0.01408386
  0.0165863 ]",5,,text,,,,,15,25,792.0,3,612.0,src/resources/pdf/diffusion.pdf,
"[106, 288, 505, 366]","Diffusion models might appear to be a restricted class of latent variable models, but they allow a large number of degrees of freedom in implementation. One must choose the variances  of the forward process and the model architecture and Gaussian distribution parameterization of the reverse process. To guide our choices, we establish a new explicit connection between diffusion models and denoising score matching (Section 3.2) that leads to a simplified, weighted variational bound objective for diffusion models (Section 3.4). Ultimately, our model design is justified by simplicity and empirical results (Section 4). Our discussion is categorized by the terms of Eq. (5).","[-0.02194214  0.02941895  0.01889038 ...  0.01557922  0.01423645
  0.00658417]",6,,text,,,,,15,25,792.0,3,612.0,src/resources/pdf/diffusion.pdf,
"[107, 378, 235, 390]",3.1 Forward process and,"[ 0.04821777  0.0461731  -0.02232361 ...  0.02919006  0.05084229
 -0.03234863]",7,,text,,,,,15,25,792.0,3,612.0,src/resources/pdf/diffusion.pdf,
"[108, 398, 505, 432]","We ignore the fact that the forward process variances  are learnable by reparameterization and instead fix them to constants (see Section 4 for details). Thus, in our implementation, the approximate posterior  has no learnable parameters, so is a constant during training and can be ignored.","[ 0.01893616 -0.01296997  0.02987671 ...  0.00926971 -0.01418304
 -0.0194397 ]",8,,text,,,,,15,25,792.0,3,612.0,src/resources/pdf/diffusion.pdf,
"[107, 444, 247, 456]",3.2 Reverse process and,"[-0.00235748  0.05700684 -0.01609802 ...  0.03121948  0.03341675
 -0.02767944]",9,,text,,,,,15,25,792.0,3,612.0,src/resources/pdf/diffusion.pdf,
"[106, 464, 505, 534]","Now we discuss our choices in  for  . First, we set   to untrained time dependent constants. Experimentally, both  and  had similar results. The first choice is optimal for , and the second is optimal for  deterministically set to one point. These are the two extreme choices corresponding to upper and lower bounds on reverse process entropy for data with coordinatewise unit variance [53].","[-0.01239777  0.03433228  0.01879883 ... -0.01499176 -0.01158142
 -0.01856995]",10,,text,,,,,15,25,792.0,3,612.0,src/resources/pdf/diffusion.pdf,
"[106, 538, 504, 562]","Second, to represent the mean , we propose a specific parameterization motivated by the following analysis of . With , we can write:","[ 0.009758   -0.01157379 -0.00676346 ...  0.00736618 -0.00277328
 -0.0152359 ]",11,,text,,,,,15,25,792.0,3,612.0,src/resources/pdf/diffusion.pdf,
"[204, 565, 407, 592]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",12,,text,,,,,15,25,792.0,3,612.0,src/resources/pdf/diffusion.pdf,
"[106, 594, 505, 639]","where  is a constant that does not depend on . So, we see that the most straightforward parameteri- zation of  is a model that predicts , the forward process posterior mean. However, we can expand Eq. (8) further by reparameterizing Eq. (4) as  for  and applying the forward process posterior formula (7):","[ 0.0602417   0.01698303  0.00236511 ...  0.01173401 -0.03573608
 -0.05023193]",13,,text,,,,,15,25,792.0,3,612.0,src/resources/pdf/diffusion.pdf,
"[111, 641, 498, 722]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",14,,text,,,,,15,25,792.0,3,612.0,src/resources/pdf/diffusion.pdf,
"[107, 84, 196, 96]",Algorithm 1 Training,"[ 0.01792908  0.03210449 -0.02191162 ... -0.0100708  -0.001091
  0.00392914]",0,,text,,,,,17,25,792.0,4,612.0,src/resources/pdf/diffusion.pdf,
"[307, 84, 401, 96]",Algorithm 2 Sampling,"[-0.00434875 -0.00210762 -0.01976013 ...  0.027771    0.01196289
 -0.02815247]",1,,text,,,,,17,25,792.0,4,612.0,src/resources/pdf/diffusion.pdf,
"[109, 99, 284, 172]","1: repeat 2: x0 ∼ q(x0) 3: 4: 5: Take gradient descent step on 6: until converged 1:  2: for  do 3:  if , else 4: 5: end for 6: return x0","[ 0.01225281  0.00978088 -0.0016346  ... -0.021698   -0.00301361
  0.01661682]",2,,text,,,,,17,25,792.0,4,612.0,src/resources/pdf/diffusion.pdf,
"[308, 102, 493, 171]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",3,,text,,,,,17,25,792.0,4,612.0,src/resources/pdf/diffusion.pdf,
"[106, 182, 504, 211]","Equation (10) reveals that  must predict given . Since  is available as input to the model, we may choose the parameterization","[-0.01036835  0.01953125 -0.02139282 ...  0.01541901 -0.02301025
 -0.00489044]",4,,text,,,,,17,25,792.0,4,612.0,src/resources/pdf/diffusion.pdf,
"[123, 212, 471, 240]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",5,,text,,,,,17,25,792.0,4,612.0,src/resources/pdf/diffusion.pdf,
"[106, 241, 505, 293]","where  is a function approximator intended to predict  from . To sample  is to compute , where . The complete sampling procedure, Algorithm 2, resembles Langevin dynamics with  as a learned gradient of the data density. Furthermore, with the parameterization (11), Eq. (10) simplifies to:","[ 0.00553513  0.02359009  0.01302338 ...  0.00332451 -0.00323486
 -0.02165222]",6,,text,,,,,17,25,792.0,4,612.0,src/resources/pdf/diffusion.pdf,
"[186, 294, 425, 321]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",7,,text,,,,,17,25,792.0,4,612.0,src/resources/pdf/diffusion.pdf,
"[107, 322, 505, 366]","which resembles denoising score matching over multiple noise scales indexed by  [55]. As Eq. (12) is equal to (one term of) the variational bound for the Langevin-like reverse process (11), we see that optimizing an objective resembling denoising score matching is equivalent to using variational inference to fit the finite-time marginal of a sampling chain resembling Langevin dynamics.","[-0.01113129  0.01966858  0.04315186 ...  0.0026741  -0.01535034
 -0.05325317]",8,,text,,,,,17,25,792.0,4,612.0,src/resources/pdf/diffusion.pdf,
"[106, 371, 505, 448]","To summarize, we can train the reverse process mean function approximator  to predict , or by modifying its parameterization, we can train it to predict . (There is also the possibility of predicting , but we found this to lead to worse sample quality early in our experiments.) We have shown that the -prediction parameterization both resembles Langevin dynamics and simplifies the diffusion model’s variational bound to an objective that resembles denoising score matching. Nonetheless, it is just another parameterization of  , so we verify its effectiveness in Section 4 in an ablation where we compare predicting   aga−inst predicting .","[ 0.01232147  0.00583267 -0.00568008 ...  0.0275116  -0.01850891
 -0.02905273]",9,,text,,,,,17,25,792.0,4,612.0,src/resources/pdf/diffusion.pdf,
"[107, 460, 323, 472]","3.3 Data scaling, reverse process decoder, and","[ 0.01832581  0.03839111 -0.02264404 ...  0.03359985  0.01908875
 -0.04351807]",10,,text,,,,,17,25,792.0,4,612.0,src/resources/pdf/diffusion.pdf,
"[108, 479, 505, 524]","We assume that image data consists of integers in  scaled linearly to . This ensures that the neural network reverse process operates on consistently scaled inputs starting from the standard normal prior  . To obtain discrete log likelihoods, we set the last term of the reverse process to an independent discrete decoder derived from the Gaussian :","[-0.01299286  0.02056885 -0.00562668 ...  0.01846313 -0.04483032
  0.01509857]",11,,text,,,,,17,25,792.0,4,612.0,src/resources/pdf/diffusion.pdf,
"[159, 526, 361, 559]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",12,,text,,,,,17,25,792.0,4,612.0,src/resources/pdf/diffusion.pdf,
"[176, 562, 450, 590]",,"[ 0.01444244  0.0531311   0.0014658  ... -0.02137756  0.04043579
 -0.00286293]",13,,text,,,,,17,25,792.0,4,612.0,src/resources/pdf/diffusion.pdf,
"[106, 591, 505, 668]","where  is the data dimensionality and the  superscript indicates extraction of one coordinate. (It would be straightforward to instead incorporate a more powerful decoder like a conditional autoregressive model, but we leave that to future work.) Similar to the discretized continuous distributions used in VAE decoders and autoregressive models [34, 52], our choice here ensures that the variational bound is a lossless codelength of discrete data, without need of adding noise to the data or incorporating the Jacobian of the scaling operation into the log likelihood. At the end of sampling, we display   noiselessly.","[ 0.00014293  0.00501633  0.01921082 ...  0.00146294 -0.00328827
 -0.03851318]",14,,text,,,,,17,25,792.0,4,612.0,src/resources/pdf/diffusion.pdf,
